C0021270,baby
C0521164,ring
C0205203,crossed
C0001792,elderly over 65
C0023175,lead
C0917801,insomnia
C0182324,plug
C2984078,little bit
C0541851,crying uncontrollable
C2347957,reserve
C0020053,housework
C0184898,incision
C0025255,membrane
C1883167,station
C0006494,butter
C1637829,with plenty water
C0566001,communicate
C0424598,switched off
C1561602,counselor
C2937276,slight
C0443239,interrupted
C0012751,distance
C0871509,test items
C0451615,pain relief
C0566690,vaginal delivery
C0119257,gleaning
C4274169,entire life
C0185060,crushed
C0036499,sea waters
C0449450,presented
C0347984,during
C0004895,bill
C0598836,checkup
C0031322,pharmacy
C0683305,cheated
C0003944,personality
C0205237,false
C1171947,committed
C0040408,tongue
C0237529,confidence
C0002111,allergy
C0040300,tissue
C0680082,life circumstances
C0441659,flying
C0876928,questioning
C0012359,dilation
C0006434,burn
C0699900,breakdown
C0022371,jealousy
C0033872,psychiatrist
C0003618,appetite
C0028908,oil
C0013404,trouble breathing
C0947630,studies
C2349146,website
C1519530,title
C0242456,policy
C0043085,weather
C2348625,sweep
C0037420,interaction
C0010384,crown
C3178908,texting
C0301571,liquid
C0181868,mirror
C0332169,daytime
C0018724,health professionals
C0205104,down
C0336809,train
C0560512,throws
C0038848,supplies
C0678544,wave
C2984076,worry about dying
C1524084,designated
C0542341,functioning
C4055051,excruciating
C0859032,moaning
C0489654,style
C0019826,hobbies
C3274946,decedent
C1720374,every
C0001883,embarrassed airway
C0332462,folded
C0521874,neglected
C0456081,adjusted
C0234857,singing
C0338908,anxiety depression
C3830018,gds prefer stay home
C0005903,temperature
C0020747,ice cream
C1269765,assisted
C0377355,praying
C0402067,entertainer
C0030554,tingling
C0025260,memory
C3874291,originally loinc
C1638411,gently
C1096774,letter
C0565995,gp waiting room
C0011164,degenerating
C0542193,relaxing
C0329484,fat sleeper
C0332585,pink
C4329247,stairs
C1301627,formatting
C1706276,nearby
C0425485,whooping
C0557776,truck
C1552738,described
C1707059,build
C1534709,split
C0162791,guidelines
C0021682,health insurance
C0026549,morphine
C0205216,decreased
C0542058,irrational
C0557075,religious
C3900172,lot time
C0856973,idiot
C1696701,skin picking
C3242735,differently abled
C0449416,source
C0150108,blind
C0233081,active labor
C0025047,meconium
C0557869,shy
C0038817,sun
C2610507,flight
C2735137,onset painful contractions
C1551358,incident
C0443131,accurate
C3536794,sadness
C0205393,greatest
C0001593,adoption
C0849759,charm
C1456786,paranoid state
C0682339,close friend
C0444667,whole
C0337051,pool
C3641682,haha
C0001128,acid
C0489786,height
C0871633,desire
C0205163,equal
C0413399,blowing
C0441723,irritation
C3687582,dairy
C0032979,first trimester
C0334897,obstetrician
C0205359,spontaneous
C1522326,treating
C0043188,wine
C1522314,end time
C0456984,test results
C1299586,difficulty
C1268568,juice
C0208973,link
C1547186,written
C3812869,medicated
C1424652,secret
C0033119,pricks
C0205191,chronic
C0007613,cellular physiology
C0681850,subject
C0439216,tons
C0557880,no obvious injuries
C0230102,lower back
C0439673,unknown
C0086660,murder
C1260957,blue
C0008633,chromosomal
C0205361,steady
C0005841,transfusion
C0443324,traditional
C0162425,intention
C0700327,memories
C0031268,pets
C0443304,silent
C0032099,food plant
C0439148,unit
C1719994,hide
C0337174,storage
C0424475,well dressed
C0042960,volunteer
C0179445,brush
C1457869,defect
C0413258,squeeze
C0013911,emaciated
C0560453,jumped
C2981453,dady
C0302583,iron
C0441633,scans
C0439818,burst
C0424470,naked
C0085624,burning
C0014563,adrenaline
C0004922,beer
C0004044,suffocate
C0020056,housing
C0038039,sports
C0002418,lazy eye
C0205539,scheduling
C0205189,borderline
C0013790,electric
C0013194,package
C0442596,playground
C0870814,like
C0031246,suppositories
C0233703,fear strangers
C0038951,survey
C1555430,won
C0001688,side effects
C0026126,military
C1523987,alternative
C0181620,lift
C0039225,tablet
C4543503,sandwich
C2348301,dismissed
C0011017,day care
C0199230,screening
C0007450,cats
C0449774,pattern
C0332120,evidence
C0006855,candy
C0151526,pre term
C0231819,air trapped
C0124604,chat
C0039082,syndrome
C0439609,urgent
C0028723,nuts
C1522168,topic
C3858752,mapped
C0016928,gaits
C0025017,meat
C4331910,last month
C0587115,before bed
C0776854,cloth diaper
C0577374,organises journey
C0702118,harden
C0508431,answer questions
C1548982,washed
C3843272,few times
C0205386,descending
C0035345,retired
C0039866,thighs
C1384489,scratch
C0182541,breast pump
C2339358,right middle temporal gyrus
C0521097,cleared
C0747845,early pregnancy
C0242151,violent
C0039508,tendo
C1883708,soon after
C1999232,attend
C0008976,trial
C0234238,aches
C2986411,improvement
C1305866,weighing
C1514821,registered
C0582175,surgeon
C0241236,squat
C2985276,back labor
C0814636,waiting time
C0037316,sleep deprivation
C0233494,tense
C0562551,shout
C0332270,alternating
C1548784,excellent
C0011441,dentist
C0041633,umbilical cord
C0557861,day night
C0205145,site
C0235042,crawl
C0205271,irregular
C0423753,skin dirty
C0441039,fan
C0011923,imaging
C0884358,performed
C0331469,dumb cane
C0947647,manipulative
C0015421,glasses
C1709896,reminder
C0596020,hits
C0750491,suspect
C0015744,feedback
C1547429,attending
C1332010,actsg
C0337438,glucose test
C1035432,grewia
C0850437,feeling like vomiting
C0042427,holy see
C0023621,library
C5200726,glass google
C0861011,ck normal
C0439781,backwards
C0042950,will
C0237815,realism
C1547325,pending
C0011327,assistant
C0009487,commute
C0039751,stealing
C0162579,workplace
C1280412,thick
C0036070,sale
C1519222,security
C0376674,after feeding
C0611285,app
C0002915,general anesthesia
C0562324,church
C0522637,rule
C4055638,significantly low
C0558077,unable stop crying
C0211695,miracle mix
C0036971,shipping
C1521738,field
C1331418,ease
C0332286,going into
C0450446,stops
C1279930,precocious
C0008100,preschooler
C0726639,impact
C1710187,statement
C0239110,alert
C0872005,song
C0425082,stop working
C0008067,child care
C1548788,inappropriate
C0024838,ground hog
C0205168,thin
C0376707,surgery unnecessary
C0234877,whining
C0071722,popop
C0180239,curtain
C0582393,encouraging behavior
C1457887,symptom
C0680240,agreement
C0871956,white noise
C0032782,post pregnancy health
C1547236,full term
C0678308,aod urge
C0337577,uncle
C0030095,oxytocin
C0016995,bet
C1706941,billy
C0042440,vegetables
C0699756,intimate
C0033204,likelihood
C0205409,isolated
C1762617,weak
C0442639,parking lot
C0749385,threat
C0439851,direct
C0442640,garage
C0013103,drain
C0032846,potato
C3494324,meaningful use
C0005604,traumatic birth
C2985403,psa bounce
C0023884,liver
C0871157,prompt
C2985340,vaginal birth mechanism
C0558083,eager
C0886296,interventions
C0005975,screw
C0439742,scattered
C2349984,inverted
C1428845,danger
C0086170,divorced
C1260969,rings
C0428977,pulse slowed
C2987395,helpless
C1546953,life threatening
C1706852,article
C3843505,deeply
C0871611,wisdom
C0038454,stroke
C0006138,bread
C0039400,tea
C0542339,under
C0018576,disabled
C0007287,carpet
C1567205,g bond
C0876929,sentence
C0700287,inform
C0020505,overeating
C0205322,persistent
C1549566,call back results
C0006625,wasting
C3244297,locked
C0442533,mountain
C0725865,disposable
C0391871,released
C0687725,alcoholic
C0230005,head back
C0870287,classroom
C0678393,sake
C0558292,every hour
C0005375,bike
C0450429,location
C4084868,was happy
C0018765,health visitors
C0162409,spouse
C3898100,one year ago
C0003097,anniversary
C0585697,puts wig
C4707430,abuses other people
C1552603,search
C0218063,ensure
C0204792,caring newborn
C1282910,upper
C0439663,infected
C0011109,decision making
C0557773,coaching
C1257890,population group
C1883310,thousand
C0332294,resulting
C0561296,cut back
C0403172,supervisor
C0681841,explanation
C0233426,appearance
C0549179,priority
C0599638,drinking water
C0007966,cheek
C0018104,government
C0439205,yard
C0205554,automatic
C1881376,lightly
C0427182,drops things
C0426191,breech free
C1521725,pediatric
C0011119,bend
C0085633,mood swings
C0517048,smiles
C0700624,allergic
C0085537,caregiver
C0039828,these
C0032992,planning pregnancy
C0183319,sink
C1998591,makeup
C3827992,some time
C0424355,fantastic anecdotes
C3001204,allium rude
C1014208,anna
C0308269,advantage
C0562731,back yard
C0003578,apnea
C2239193,controlling
C1516050,assigned
C0430022,diagnostic procedures
C0206248,pelvic floor
C3853132,several times day
C0332583,green
C0659450,secure
C0680864,expenses
C0581901,debt
C0449830,arrangement
C0149692,finances
C0019972,hisses
C0455892,food stool
C3639314,bpi unbearable
C1272751,does
C0027342,nails
C0036064,salary
C0587119,mealtime
C1706968,blockage
C0699744,ear infection
C0562499,hallway
C0006137,bra
C0040365,potty training
C0032098,plants
C0205374,temporary
C0009678,congenital
C0560617,knocked out
C0205435,first
C0870532,eye contact
C0332319,denied
C0424521,keeps falling asleep
C0680247,disrespect
C0242205,breastfeeding exclusive
C3853210,cookie
C4048603,drip
C0179533,camera
C0860096,first pregnancy
C0220808,payment
C0564470,optimistic
C0028707,nutrition
C3830528,destroyed
C0205284,verge
C1527428,remaining
C0085631,restless
C0337091,blasting
C0010709,cyst
C1301860,legal
C0678579,brown
C1442116,every night.
C0042776,virus
C0332181,yearly
C0439824,verbal
C0013018,donor
C0005834,blood draw
C0017189,gut
C0023676,lifestyle
C1418885,prep
C0555000,job milestones
C0521115,simultaneously
C0336821,tank
C0871510,taking test
C0233496,aversions
C1720302,until
C0232989,normal pregnancy
C1522666,closest
C0678640,exchange
C0585020,noon
C0028606,nucleic acids
C0029936,ovary removal
C0443218,fixed
C0205410,adequate
C0443220,flexible
C0030206,paint
C0337469,parenthood
C0424318,bullied
C0152154,labor long
C0004936,mental illness
C1555577,arrival
C0004063,assault
C0080048,privacy
C0023636,license
C0205557,false positive
C0336949,bowl
C0879626,side effect
C0001643,bar
C0349590,nature
C0016533,forceps
C0079722,til
C0015846,fentanyl
C0029939,ovary
C0018220,gray matters
C0687118,floating
C0950054,brooms
C0085281,addiction
C1413357,flip
C1444775,sharp
C0019975,moving hospital
C0078479,whey
C1177780,heat wrap
C0029064,operating room
C0449820,score
C0040132,thyroid
C0185023,attachment
C0040461,brushing teeth
C0152459,stretch marks
C1550025,load
C0013390,period pain
C1336644,trick2
C0005971,plate
C0336766,matches
C0686907,consequences
C0021274,baby food
C1272694,abandoned
C0337475,grandfather
C0180098,container
C0030655,paternity
C0007634,cell
C0870392,debating
C0042444,vehicle
C0018790,arrested
C0003086,ankles
C1433541,protect it
C0162574,ages
C0221503,insanity
C0021296,small baby
C0034871,recovery room
C0741451,battle sign
C0022877,lab
C0869010,puppy
C0858354,addict
C0020456,high blood sugar
C0006463,bus
C1080058,this
C0003630,appointment schedule
C1511788,desk video
C0234451,s sleep
C0086047,conference
C0175723,band
C0035561,ribs
C0577559,lump
C0028754,obese
C0042890,vitamins
C0521204,nuclear meltdown
C0522157,pregnancy with iud
C0444330,slide
C0587438,day hospital
C1320928,resident
C0701159,hospitalized
C0035820,role
C0426195,baby overdue
C0557910,feeling ashamed
C0269800,leaking water
C1882442,precautions
C1299950,litter
C0001869,air pollutants
C0868963,garden
C0871161,property
C0453898,panties
C0331312,aster
C1632850,apply
C0039476,temp
C0238705,lah
C0680854,donated
C3843412,something else
C2985336,urge push
C1708715,loaded
C0038348,hose support
C0563728,uses dishwasher
C0014772,counting rbc
C1140655,showers
C0017373,gene switching
C0562342,empowering
C0277899,pulseless
C0302523,observation
C0024888,chewing
C0020352,hes
C0456698,times week
C0011167,swallowed
C0442802,excessive
C0016248,flood
C0564404,stressed out
C0332529,consist
C2934865,smart 100
C0016326,fluoride varnishes
C0439643,sheets
C4525837,gelled
C0043246,torn
C0541798,early morning waking
C1553395,requires crib
C0443348,viable
C1446391,problem manageable
C0041095,triplets
C0404329,sweeping membrane
C0330090,flowers
C1552840,row
C0699952,fusing
C0392752,localizing
C4048755,applied
C1553446,suite
C0004896,beans
C0234421,conscious
C1883175,stretched
C4086728,past year
C3639590,npi stubborn
C0205438,fourth
C0720930,hydrated
C0453577,pizza
C0452415,eating healthy
C2700116,unusual
C0205095,posterior
C0667477,rank
C0009637,conception
C1274022,employer
C0241232,spring
C1415068,odd
C0181064,gown
C1510823,advocate
C0332148,probably
C0024763,manual
C1517676,knock
C0034510,race
C2347946,relevant
C0040357,toe
C0522015,upright
C0085632,apathetic
C0997158,cheat
C1515022,submission
C0556981,proof
C0006811,camping
C0015341,extended family
C0556976,hours week
C1514893,resolved
C0220806,chemical
C2828008,burden
C0301470,softeners stool
C3244119,credit card
C1883525,variety
C0038638,suction
C4698437,unplanned
C0439512,times night
C1318228,market
C0175659,scale
C0175906,cardiologist
C0521124,against
C0452742,formula milk
C0014175,endometriosis
C0857127,inductions
C2984080,quite bit
C1709450,pair
C0442726,detected
C0439548,time day
C0016517,football
C0518505,shaved
C2681560,hasnt
C1708517,input
C0521104,permission
C0043189,wing
C0182576,racked
C3714514,infections
C3714536,social history
C2987187,pleasant
C0009653,condom
C0425083,lost job
C1512806,intake
C0025148,bulb
C0455871,baby moves lot
C0442735,nothing
C0002867,anecdotes
C0086582,male
C0161816,complications heart
C0279511,paten
C0023262,legitimacy
C0183652,string
C0770694,flu shot
C0183251,shield
C0184339,walker wheeled
C1948053,period time
C0871712,deprivation
C0452505,crackers
C0040405,catting
C0012578,fly
C0020615,low blood sugar
C1708698,led
C0012618,disaster
C0748877,support system
C0424749,feel hot
C0589414,homework
C0205379,visible
C0003625,apple
C0439165,percent
C1444774,shooting
C0235290,bitter
C0181090,guide
C0331781,beach
C0679106,anticipation
C0449255,context
C0443203,distant
C0034640,rain
C0086825,cops
C3869892,small amount
C0016694,freedom
C0438696,suicidal
C2587213,controlled
C0008519,ectopia
C0184933,scraping
C0442598,bank
C5123460,fortunatius
C1413503,clock
C0040811,tree
C0041740,university
C3828842,almost
C0220920,surveillance
C0222072,skin segment
C0557440,leave from work
C0597177,particles
C0036679,separation
C0628976,subreum
C0232269,thrill
C0232602,heaving
C3831292,very bothered
C0337774,ultimatism
C0232605,spit up
C2735030,ed nurse
C0016145,first born child
C0150041,hopeless
C0040441,crack
C0337646,live place
C2981734,customer
C4224854,react
C4288121,sitting at home
C0043197,wits
C1514241,positive finding
C0442694,straining
C0868443,beating
C0678695,nutrients
C0577368,bike riding
C0858952,silence
C0334463,ups
C0585315,every ten minutes
C0441601,padding
C3669715,finishing pig
C1167622,physical interaction
C0521091,confirmation
C0600244,bed sized
C0370003,sample
C0204928,cpr education
C0150589,baby formula
C2348178,semester
C0020975,booster
C0870509,escape
C0026597,motion
C0332197,absence
C0004951,belief
C1428430,redd1
C0302186,telephone call
C1292734,treats
C0680264,payments
C0558289,at end day
C0017168,acid reflux
C0439542,purple
C0003826,art
C0233928,licking
C1553497,virtual
C1442085,instructions
C0038984,sweat
C0031066,perineum
C0152415,tie tongue
C0279336,chips
C0331298,puke weed
C1519941,validation
C0557846,basement floor
C0418416,pinch
C0206058,elective
C1522240,processed
C0018627,hazardous waste
C0205179,advanced
C0950812,nastyn
C0038661,suicide
C2983702,unlabored
C2919670,left against medical advice
C0682338,roommate
C2981279,decade
C0007952,character
C0453991,lacing
C0042449,veins
C0332149,possible
C0239074,clue cell
C3899394,definitely
C0518608,confrontation
C0023267,fibroid
C0321073,bloodworm
C0332243,ridge
C2349972,mother law
C0013862,page
C0814090,job stresses
C0010383,crowded
C0524886,lilies
C1420441,reck
C2921265,roller coaster riding
C0013220,tolerance
C2362545,urgent care
C0558287,every other day
C0683859,grade school
C0032285,pneumonia
C0037216,sits
C0033168,jail
C0043143,wheelchair
C1547242,born at home
C0073361,rid
C0150232,family support
C0278180,drugged
C0453349,peanut butter
C0337095,entrance
C0008370,cholestasis
C0683369,muddled
C0205092,one side
C1325744,sac
C0035397,reward
C0021709,nicu
C1554961,exception
C0585074,time off work
C0000737,abdomen pain
C0445392,wild
C4122583,ruinenia
C4289286,feel like bad person
C0441704,typing
C1879745,as necessary
C3714773,water bottle
C0344568,pointed ear
C0205249,healed
C0430792,sleep eeg sleep deprived patient
C3670652,paddling
C0032611,politef
C0995648,genus quinella
C0679932,competitive
C0205146,areas
C0457575,finger sticking
C0152155,labor threatened
C0596764,impression
C0424215,identity
C0043010,waiting list
C0443221,forcing
C0241889,family history
C0035173,researcher
C0589120,follow up
C1710706,zone
C0205286,mature
C0326961,brambling
C0870369,craft
C1514811,reference
C0422957,eye rubbing
C0016094,file
C1457868,deteriorated
C0681842,predicted
C0558095,self assured
C0332128,examined
C0004722,banana
C0231224,crisis
